AMD;temp mediaC;tempmaxC;H;M;tempminC;H;M;vientomediokm/h;dir;rfgakm/h;dir;H;M;pres.mediahPa;lluviadiariamm;radmaxW/m2;H;M;Uvmaxindex;H;M
2023 10 14;8.9;14.2;14;15;6.1;6;30;36.5;N;67.6;N;10;50;1003.7;0;977;12;55;3.6;12;50
2023 10 15;8.3;12.6;12;30;4.8;6;10;36.2;N;70.8;N;12;50;1004;0;819;12;45;3.1;12;35
2023 10 16;7.7;12.3;16;35;3.8;4;0;31.4;N;59.5;N;15;35;1005.4;0;388;10;30;1.5;14;15
2023 10 17;9.4;16.1;14;25;4.1;4;25;28.8;N;62.8;N;12;15;1005.1;0;970;14;20;3.9;13;45
2023 10 18;11.6;18.3;14;45;7.1;4;55;25.3;N;64.4;N;15;0;998.6;0;777;13;25;3.1;12;45
2023 10 19;11.3;16.7;13;35;7;7;10;19.6;N;48.3;N;12;50;1001.4;0.2;884;12;0;3.2;13;10
2023 10 20;7.4;14.1;13;0;1.3;6;30;21.2;N;53.1;NNE;0;20;1006.6;0.4;998;12;45;3.4;13;5
2023 10 21;6.9;12.6;15;35;1.9;4;35;32.3;N;75.6;N;11;40;1007.6;0.0  1;11;12;45;3.1;12;45
2023 10 22;8.7;15.3;14;35;2.3;23;55;19.2;N;48.3;N;13;0;1015.1;0;935;13;35;3.1;13;35
2023 10 23;7.4;15.6;11;30;-0.3;3;50;15.9;N;41.8;NNW;17;40;1018.3;0;749;13;20;3;12;45
2023 10 24;9.1;16.3;15;55;2.8;5;45;25.3;N;72.4;N;18;10;1004;0;642;10;10;1.8;10;50
2023 10 25;7.3;14.7;12;30;2.1;3;20;43.1;N;107;8  N;1;6 5;5  984.;4  0.0;909;0 1;3 3;0  3.3;13;30
2023 10 26;5.3;10.7;13;20;1.2;22;40;18.8;N;59.5;N;9;15;987;0.0  1;2;12;20;3.6;12;30
2023 10 27;4.7;8.4;15;55;-0.5;1;5;18.2;N;64.4;N;21;45;969.7;7.6;445;15;55;1.9;13;15
2023 10 28;4.4;9.8;12;55;0.2;3;20;15.9;N;57.9;N;0;55;971.8;0.2  1;25;12;50;4.1;12;50
2023 10 29;5.1;10.1;14;10;0.1;24;0;8;N;40.2;N;10;50;991.7;0.0  1;102;13;35;4;12;45
2023 10 30;3.1;9.6;16;50;-2.6;3;5;0.2;N;19.3;N;1;35;1018.8;0.0  1;62;12;45;4.1;12;55
2023 10 31;4.2;9.9;13;15;-4.4;5;30;0;N;14.5;N;7;5;1020.7;0;831;11;50;3.6;12;35
2023  9  1;1.3;7.8;15;25;-2.6;8;40;15;N;43.5;NNE;17;15;987.9;0.2;522;14;50;1.1;12;55
2023  9  2;1.4;7.8;16;5;-1.9;3;10;15.1;N;40.2;N;10;40;1000.3;0;640;11;50;1.4;13;0
2023  9  3;0.7;6.8;15;20;-3.7;8;5;11.7;N;25.7;N;14;40;1010.3;0;622;14;35;1.5;13;35
2023  9  4;1.8;7.7;15;15;-2.2;3;25;16.1;N;41.8;N;10;55;1015.7;0;538;15;15;1.3;12;25
2023  9  5;1.9;5.6;15;35;-0.6;0;30;6.4;NE;24.1;NNE;16;30;1023.7;0.2;707;12;10;1.4;13;20
2023  9  6;3.3;6.4;13;25;-0.3;2;25;11.1;N;33.8;N;13;0;1026.6;0.2;566;13;50;1.5;13;50
2023  9  7;4;5.2;13;25;2.8;3;50;14.2;N;33.8;N;3;30;1016.7;5.4;190;13;20;1;13;20
2023  9  8;3.3;8.1;16;5;0.4;21;0;6.8;N;19.3;N;0;40;1008.9;0.2;591;13;25;1.7;13;30
2023  9  9;1.3;2.5;12;35;-0.3;7;25;6;N;20.9;N;22;15;1005.4;0.2;352;13;10;1.3;13;10
2023  9 10;3.3;4.8;14;25;2.1;5;30;8.2;N;22.5;N;15;5;1000;1.4;301;15;55;1.2;12;25
2023  9 11;4.4;6.6;17;40;1.7;24;0;8.9;N;24.1;N;11;25;997.7;2.4;345;16;15;0.9;11;25
2023  9 12;3.4;8.8;14;40;-1.7;22;45;10.6;N;40.2;N;16;10;999.4;0.4;615;13;15;1.6;12;55
2023  9 13;4.7;9.6;15;15;-0.2;23;35;17.5;N;48.3;N;11;45;995.6;0;628;14;40;1.5;14;0
2023  9 14;2.8;8.7;16;5;-0.9;2;30;12.1;N;37;N;13;35;985.3;0.8;759;12;55;1.8;13;0
2023  9 15;1.4;7.7;16;0;-3.7;7;45;7.4;N;20.9;N;20;50;981.6;0.2;664;12;30;1.7;12;30
2023  9 16;1.6;5.2;14;50;-1.9;7;30;7.2;N;29;N;10;55;997.4;0;751;12;55;1.9;12;55
2023  9 17;2.4;7.4;13;55;-1.2;7;40;6.6;N;30.6;N;18;55;1012.6;0;789;13;45;2.2;13;40
2023  9 18;2.1;6.5;13;0;-3.1;23;25;6.1;N;22.5;N;12;35;1018.2;0;796;13;0;2.9;12;55
2023  9 19;2.7;8.8;15;50;-3.3;1;25;21.6;N;51.5;N;11;5;1015.8;0;708;13;45;2.6;13;15
2023  9 20;4.1;8.7;16;20;0.6;23;50;33.8;N;74;WSW;16;25;1005.7;0;508;15;40;1.6;15;30
2023  9 21;1.2;7;16;35;-5.2;7;30;11.7;S;38.6;N;11;50;1008;0;679;13;0;3;13;20
2023  9 22;4.7;10.8;16;0;-0.7;4;10;27.4;N;67.6;NNE;14;25;1004.8;0;691;13;40;3.3;13;35
2023  9 23;6.6;12.8;14;30;2;2;45;29.6;N;61.2;N;3;25;1000.4;0;812;13;10;2.8;13;10
2023  9 24;6.8;12.3;13;30;2.8;0;5;26.9;N;61.2;N;17;55;1006.3;0;789;13;30;2.9;13;10
2023  9 25;6.4;12.2;15;10;0.4;7;0;24;N;56.3;N;13;50;1005.2;0;747;15;10;2.4;13;45
2023  9 26;7.1;11.6;13;50;3.1;24;0;26.9;N;66;N;12;10;996.6;0;468;13;50;1.8;13;15
2023  9 27;3.7;6.9;13;30;0.1;24;0;11.3;E;35.4;N;20;30;1002.3;0;613;12;55;2.6;13;10
2023  9 28;5.6;13.1;15;15;-1.6;1;40;22.2;N;56.3;N;12;0;1012.1;0;754;12;40;3.2;12;40
2023  9 29;5.8;12.9;13;35;1.2;6;0;17.9;N;48.3;NNE;13;45;1012.9;0;575;14;50;2.7;12;25
2023  9 30;5.7;7.3;14;30;3.6;5;40;15.3;N;51.5;SW;21;45;998.5;0;227;15;25;1.2;12;5
2023  9  1;1.3;7.8;15;25;-2.6;8;40;15;N;43.5;NNE;17;15;987.9;0.2;522;14;50;1.1;12;55
2023  9  2;1.4;7.8;16;5;-1.9;3;10;15.1;N;40.2;N;10;40;1000.3;0;640;11;50;1.4;13;0
2023  9  3;0.7;6.8;15;20;-3.7;8;5;11.7;N;25.7;N;14;40;1010.3;0;622;14;35;1.5;13;35
2023  9  4;1.8;7.7;15;15;-2.2;3;25;16.1;N;41.8;N;10;55;1015.7;0;538;15;15;1.3;12;25
2023  9  5;1.9;5.6;15;35;-0.6;0;30;6.4;NE;24.1;NNE;16;30;1023.7;0.2;707;12;10;1.4;13;20
2023  9  6;3.3;6.4;13;25;-0.3;2;25;11.1;N;33.8;N;13;0;1026.6;0.2;566;13;50;1.5;13;50
2023  9  7;4;5.2;13;25;2.8;3;50;14.2;N;33.8;N;3;30;1016.7;5.4;190;13;20;1;13;20
2023  9  8;3.3;8.1;16;5;0.4;21;0;6.8;N;19.3;N;0;40;1008.9;0.2;591;13;25;1.7;13;30
2023  9  9;1.3;2.5;12;35;-0.3;7;25;6;N;20.9;N;22;15;1005.4;0.2;352;13;10;1.3;13;10
2023  9 10;3.3;4.8;14;25;2.1;5;30;8.2;N;22.5;N;15;5;1000;1.4;301;15;55;1.2;12;25
2023  9 11;4.4;6.6;17;40;1.7;24;0;8.9;N;24.1;N;11;25;997.7;2.4;345;16;15;0.9;11;25
2023  9 12;3.4;8.8;14;40;-1.7;22;45;10.6;N;40.2;N;16;10;999.4;0.4;615;13;15;1.6;12;55
2023  9 13;4.7;9.6;15;15;-0.2;23;35;17.5;N;48.3;N;11;45;995.6;0;628;14;40;1.5;14;0
2023  9 14;2.8;8.7;16;5;-0.9;2;30;12.1;N;37;N;13;35;985.3;0.8;759;12;55;1.8;13;0
2023  9 15;1.4;7.7;16;0;-3.7;7;45;7.4;N;20.9;N;20;50;981.6;0.2;664;12;30;1.7;12;30
2023  9 16;1.6;5.2;14;50;-1.9;7;30;7.2;N;29;N;10;55;997.4;0;751;12;55;1.9;12;55
2023  9 17;2.4;7.4;13;55;-1.2;7;40;6.6;N;30.6;N;18;55;1012.6;0;789;13;45;2.2;13;40
2023  9 18;2.1;6.5;13;0;-3.1;23;25;6.1;N;22.5;N;12;35;1018.2;0;796;13;0;2.9;12;55
2023  9 19;2.7;8.8;15;50;-3.3;1;25;21.6;N;51.5;N;11;5;1015.8;0;708;13;45;2.6;13;15
2023  9 20;4.1;8.7;16;20;0.6;23;50;33.8;N;74;WSW;16;25;1005.7;0;508;15;40;1.6;15;30
2023  9 21;1.2;7;16;35;-5.2;7;30;11.7;S;38.6;N;11;50;1008;0;679;13;0;3;13;20
2023  9 22;4.7;10.8;16;0;-0.7;4;10;27.4;N;67.6;NNE;14;25;1004.8;0;691;13;40;3.3;13;35
2023  9 23;6.6;12.8;14;30;2;2;45;29.6;N;61.2;N;3;25;1000.4;0;812;13;10;2.8;13;10
2023  9 24;6.8;12.3;13;30;2.8;0;5;26.9;N;61.2;N;17;55;1006.3;0;789;13;30;2.9;13;10
2023  9 25;6.4;12.2;15;10;0.4;7;0;24;N;56.3;N;13;50;1005.2;0;747;15;10;2.4;13;45
2023  9 26;7.1;11.6;13;50;3.1;24;0;26.9;N;66;N;12;10;996.6;0;468;13;50;1.8;13;15
2023  9 27;3.7;6.9;13;30;0.1;24;0;11.3;E;35.4;N;20;30;1002.3;0;613;12;55;2.6;13;10
2023  9 28;5.6;13.1;15;15;-1.6;1;40;22.2;N;56.3;N;12;0;1012.1;0;754;12;40;3.2;12;40
2023  9 29;5.8;12.9;13;35;1.2;6;0;17.9;N;48.3;NNE;13;45;1012.9;0;575;14;50;2.7;12;25
2023  9 30;5.7;7.3;14;30;3.6;5;40;15.3;N;51.5;SW;21;45;998.5;0;227;15;25;1.2;12;5
2023  8  1;2.1;3.9;15;10;-0.5;24;0;23.5;N;62.8;WSW;22;30;971.8;0.6;346;13;20;0.6;13;20
2023  8  2;-0.5;2.4;15;40;-2.8;8;40;27;N;56.3;N;1;25;987.2;0;306;15;25;0.6;13;5
2023  8  3;3.1;5.3;13;55;-0.4;0;15;39.1;N;72.4;WSW;11;20;982;0;336;14;0;0.7;13;0
2023  8  4;0.4;2.4;15;15;-1.4;9;30;30.3;N;74;WSW;4;15;993.7;0;297;13;40;0.6;12;45
2023  8  5;3.5;6.8;13;5;-0.3;23;50;34;N;70.8;N;23;35;984.4;0.4;378;12;55;0.6;12;55
2023  8  6;-0.1;2.6;15;20;-1.8;8;0;33.8;SW;77.2;SW;1;10;1002;0;308;13;15;0.6;12;25
2023  8  7;0.9;5.1;16;5;-1.7;23;20;12.1;WSW;35.4;N;0;35;1014.7;0;288;12;20;0.5;11;40
2023  8  8;1.1;3.4;15;10;-1.3;0;5;5.5;ESE;22.5;SW;18;20;1000.8;0;155;14;40;0;0;5
2023  8  9;2.2;5.6;14;45;-1.4;8;30;8.7;W;29;NNE;18;50;993.6;0.6;188;13;25;0.5;12;45
2023  8 10;2.3;4.4;14;45;0.6;9;30;5.8;SE;30.6;WSW;6;35;993.4;3.4;308;11;45;0.5;12;15
2023  8 11;0.9;3.8;15;35;-1.4;7;5;10.8;SW;32.2;WSW;23;55;1011.1;0;304;13;40;0.6;12;35
2023  8 12;1.6;5.4;14;5;-1.1;24;0;14.5;WSW;33.8;WSW;0;5;1010;0;401;13;55;0.8;12;55
2023  8 13;0.4;3.3;14;5;-1.4;0;20;5.8;NW;22.5;NNW;21;40;995.6;0.4;420;14;0;0.9;14;0
2023  8 14;2.1;5.8;14;45;-1.9;24;0;20;N;46.7;N;15;5;989.4;0.6;406;14;15;0.9;13;0
2023  8 15;-1;2.9;16;10;-3.7;8;30;11.4;SW;33.8;SW;6;30;1005.5;0;503;14;30;1;13;35
2023  8 16;-0.8;5.5;16;30;-5.8;8;30;4.3;WSW;19.3;SW;1;5;1020.3;0.2;359;13;35;0.8;12;30
2023  8 17;-0.3;3.8;13;15;-5.6;8;35;6;WNW;19.3;NNW;3;5;1025.3;0.8;429;13;10;0.8;12;50
2023  8 18;3.2;4.1;11;40;1.9;0;5;10.3;NE;25.7;N;15;15;1021.6;3.6;183;11;40;0;0;5
2023  8 19;3.7;4.7;13;0;3.3;5;30;13.8;NNE;32.2;N;0;20;1012.2;7.2;132;14;5;0;0;5
2023  8 20;3.6;5;13;45;2.8;21;5;12.9;NNE;25.7;NE;12;20;1003.3;2;311;13;45;0.9;13;45
2023  8 21;4.1;4.7;11;20;3.2;0;5;18.5;NE;40.2;NE;22;20;989.3;5.2;67;10;55;0;0;5
2023  8 22;3.1;4.5;12;5;0.6;24;0;11.1;N;45.1;N;23;45;982.8;0.6;431;11;55;0.9;11;50
2023  8 23;0.9;4.2;14;30;-2.9;6;35;21.4;N;54.7;N;15;35;987.8;0.2;399;13;35;1.2;13;20
2023  8 24;0.7;3.2;9;50;-2.7;22;45;34.9;N;82.1;WSW;12;10;990.1;0.2;580;14;55;1.2;13;40
2023  8 25;-0.3;4.6;14;40;-4.4;8;35;22;N;54.7;N;13;45;1007.1;0;548;14;25;1.3;13;10
2023  8 26;2.7;4.8;10;10;-0.3;1;55;16.7;N;38.6;N;5;5;1001.1;0;155;14;50;0.5;12;20
2023  8 27;2.7;6.3;15;5;0.2;5;40;6;N;24.1;N;12;35;992.3;1;381;13;20;1;13;20
2023  8 28;2.9;8.8;16;0;-0.7;23;35;10.3;WSW;37;N;12;30;992.9;0;636;13;25;1.3;13;25
2023  8 29;3.6;6.9;12;50;-0.7;0;15;9.2;NE;24.1;N;12;45;995;0;508;12;35;1.2;12;25
2023  8 30;2.7;8;14;10;0.1;9;10;14.8;N;51.5;NNE;14;0;984.5;0;568;13;50;1.2;13;45
2023  8 31;2.2;5.4;15;0;-0.3;8;0;18.3;N;41.8;WNW;4;25;983.5;0;306;13;0;0.8;11;45
2023  7  1;5.1;6.9;21;5;2.2;9;25;14.6;ENE;48.3;NE;20;20;999.8;1;58;13;50;0;0;5
2023  7  2;5;6.9;1;55;2.4;19;20;18;NE;49.9;NE;0;10;984;1;232;13;15;0;0;5
2023  7  3;3.6;6.4;1;0;-0.7;20;40;13.8;NNW;59.5;NNW;4;40;983.5;0.6;125;13;0;0;0;5
2023  7  4;-0.5;3.6;15;15;-4.8;23;5;5;WNW;25.7;W;2;5;989.9;1;181;13;25;0;0;5
2023  7  5;-2.1;2.1;16;45;-6;8;45;5.3;SSW;16.1;N;11;25;993.9;0.2;225;13;50;0;0;5
2023  7  6;-2.2;1.4;15;20;-5.2;4;30;9.8;SW;24.1;WSW;22;35;1003.5;0.2;250;13;10;0;0;5
2023  7  7;-2.9;1.6;15;50;-6.3;9;25;5.8;SW;16.1;SW;12;35;1011;0.2;253;12;30;0;0;5
2023  7  8;-1.1;4.6;15;55;-4.1;6;15;8.7;SW;22.5;SW;4;15;1013.8;0;341;14;25;0;0;5
2023  7  9;-1.1;2.9;16;30;-5.2;9;40;6.4;SW;16.1;SW;12;5;1013.6;0.2;207;13;15;0;0;5
2023  7 10;-2;2.7;16;25;-5.7;8;40;7.1;SW;16.1;WSW;15;10;1019.9;0.2;206;14;0;0;0;5
2023  7 11;-0.7;1.4;15;25;-3.7;23;50;3.4;SW;12.9;SW;1;15;1023.1;0;100;14;5;0;0;5
2023  7 12;-1.4;3;24;0;-5.8;3;0;4.3;SW;29;NNE;24;0;1022.3;0.4;272;15;0;0;0;5
2023  7 13;2.3;3.7;5;50;-2.4;24;0;8.7;NNE;33.8;N;10;0;1015.4;1.6;67;13;25;0;0;5
2023  7 14;-2.8;-1.3;14;30;-4.7;10;5;4;SW;12.9;SW;2;15;1013.6;0.2;248;14;30;0;0;5
2023  7 15;-1.9;0.8;14;30;-3.9;10;45;11.6;SW;37;WSW;17;35;1011.9;0;236;13;50;0;0;5
2023  7 16;0.1;3.6;15;25;-3.5;0;15;11.7;WSW;30.6;SW;15;45;1017.6;0.2;243;12;50;0;0;5
2023  7 17;2.5;4.2;12;45;0.8;9;15;19.3;WNW;48.3;WNW;21;30;1012.7;0;207;11;55;0;0;5
2023  7 18;2.2;4.9;14;35;0.3;22;25;21.9;WNW;48.3;W;1;0;1007.2;0;279;14;25;0;0;5
2023  7 19;0.5;3.9;15;15;-1.7;21;0;4.7;SW;20.9;NNW;23;45;997.7;0;234;14;40;0;0;5
2023  7 20;-0.1;2.4;14;25;-2.3;5;35;10.5;SE;32.2;SE;20;50;992.7;0;93;13;25;0;0;5
2023  7 21;-2.4;-0.4;13;40;-7.7;23;30;7.1;S;25.7;SE;0;25;996.6;0;120;12;50;0;0;5
2023  7 22;-5.5;0.3;16;35;-8.5;8;45;6.6;SW;20.9;SW;4;20;1006.6;0;295;14;55;0;0;5
2023  7 23;-5.4;0.9;15;55;-9.1;7;50;7.7;SW;19.3;SW;16;15;1020.8;0;288;13;40;0;0;5
2023  7 24;-6.2;0.1;16;30;-11.9;9;40;2.7;SSW;11.3;SSW;6;5;1021.6;0;250;14;25;0;0;5
2023  7 25;-1.8;1.1;15;30;-4.3;10;15;10.1;SW;35.4;W;20;50;1010.4;0;269;15;25;0.5;12;45
2023  7 26;-2.2;2.4;15;5;-5.4;7;20;14.6;SW;35.4;SW;0;15;1013.7;0;258;13;15;0.5;12;35
2023  7 27;-3.2;3.1;15;45;-7.1;5;55;11.1;WSW;38.6;WSW;15;30;1014.5;0;272;14;15;0.5;12;30
2023  7 28;-0.3;3.9;14;50;-6.8;2;10;10.1;NNW;33.8;NNE;13;50;991.4;4;169;16;10;0;0;5
2023  7 29;3.6;7.2;14;0;0.8;21;45;14.5;WNW;43.5;WSW;23;55;970.1;0.2;327;13;55;0.6;13;50
2023  7 30;0.1;2.9;15;35;-2.9;9;35;21.6;WSW;46.7;WSW;14;30;994.6;0;366;12;50;0.5;12;45
2023  7 31;1.1;3.8;17;15;-1.7;8;55;16.3;NE;45.1;NNE;18;0;994.5;4.8;287;14;10;0.6;14;10
2023  6  1;4.1;7.7;14;35;-0.4;9;5;11.4;WSW;43.5;NE;22;55;1000.5;0;188;13;50;0;0;5
2023  6  2;6.4;8.4;13;40;1.5;23;10;17.7;NE;51.5;NE;2;50;986.8;0.6;255;13;30;0;0;5
2023  6  3;2.6;5.1;22;10;-2;9;45;5.6;SSE;24.1;SE;17;15;991.1;0.4;62;14;15;0;0;5
2023  6  4;2.3;5.7;15;25;-1.6;19;55;12.2;SW;38.6;SW;9;0;1004.7;3;176;13;20;0;0;5
2023  6  5;4.2;6.8;14;5;-1.6;0;20;11.3;NE;43.5;NE;7;35;990.1;3.6;113;14;40;0;0;5
2023  6  6;2.9;6.2;15;30;0.4;9;40;16.7;WSW;48.3;ENE;14;20;979.5;0.4;178;12;0;0;0;5
2023  6  7;1.9;5.1;13;55;-1.1;23;20;17.7;WNW;46.7;N;11;0;990;0;179;13;15;0;0;5
2023  6  8;-2.4;-0.3;15;25;-4.9;7;25;6.8;SSW;22.5;WNW;1;40;987.8;0;95;13;55;0;0;5
2023  6  9;-0.9;3.2;15;10;-4.7;2;0;7.9;SW;20.9;SW;6;35;996.1;0.2;258;15;0;0;0;5
2023  6 10;1.5;4.6;21;50;-3.9;1;5;27.5;SW;66;W;14;45;1002;0;74;11;0;0;0;5
2023  6 11;0.3;2.9;14;0;-1.8;22;40;23.3;SSW;54.7;SW;13;30;1005.4;0;185;13;15;0;0;5
2023  6 12;3.1;6.8;15;10;-1.8;2;50;22.7;SW;53.1;SW;15;15;1010.9;0;195;13;30;0;0;5
2023  6 13;1.7;5.5;14;50;-2.4;10;5;6.8;NW;32.2;SW;0;40;1010.5;0.2;213;14;20;0;0;5
2023  6 14;2.2;5.2;15;30;-1.7;8;55;13.2;W;43.5;N;22;40;1003.5;1;162;13;20;0;0;5
2023  6 15;1.7;4.2;14;35;-0.4;7;35;23.8;NW;48.3;NW;14;50;1011.1;0;232;14;15;0;0;5
2023  6 16;3.6;6.8;14;0;1.3;20;30;25.4;NW;54.7;WNW;2;55;1011.3;0;229;13;30;0;0;5
2023  6 17;2.9;6.2;14;30;-0.9;23;30;16.6;WNW;40.2;NW;11;55;1002.7;0;227;14;10;0;0;5
2023  6 18;0.8;3.6;14;30;-2;9;20;20;WNW;49.9;N;14;40;1006.4;0;179;13;15;0;0;5
2023  6 19;3.7;6.8;14;30;0.9;23;55;27.2;WNW;54.7;NNE;15;15;1014.9;0;193;14;35;0;0;5
2023  6 20;1.2;5.2;15;5;-1.9;9;30;8.9;NNW;35.4;NW;1;20;1008.9;0;165;14;10;0;0;5
2023  6 21;-0.4;1.6;6;10;-3.4;1;55;5.5;N;20.9;WNW;14;5;994.1;0.2;165;14;35;0;0;5
2023  6 22;1.7;3.4;12;25;-1.9;0;5;6.9;SE;30.6;ESE;12;40;987;0.8;72;14;15;0;0;5
2023  6 23;-1.2;1.3;0;5;-5.5;24;0;9.2;SE;24.1;ESE;8;25;999.2;0.2;178;13;15;0;0;5
2023  6 24;-1.7;1.2;24;0;-5.5;0;5;1.6;S;11.3;SE;0;25;1004.7;0;97;14;15;0;0;5
2023  6 25;-1.1;1.6;1;25;-4;10;25;5.8;SW;25.7;ESE;22;50;1001.5;0.2;186;13;5;0;0;5
2023  6 26;-0.1;1;0;10;-1.8;9;50;11.9;SE;30.6;SE;6;40;1007.2;0;204;12;25;0;0;5
2023  6 27;-2;0.6;15;25;-4.8;8;45;5.1;SSW;20.9;SE;0;35;1015.1;0;239;14;30;0;0;5
2023  6 28;-1.9;1.8;23;50;-3.2;10;25;6.9;SE;20.9;SE;21;5;1022;0;95;15;5;0;0;5
2023  6 29;3.4;4.8;15;5;0.9;22;50;9.2;NE;32.2;NE;6;35;1016.6;1.6;70;13;40;0;0;5
2023  6 30;3.6;5.4;23;10;1.2;9;30;7.2;NNE;24.1;NE;17;45;1010.4;0;186;13;30;0;0;5
2023  5  1;3;6.5;14;40;-0.4;9;10;32.3;WSW;74;W;15;15;995.5;0;455;13;25;0.7;12;55
2023  5  2;6.6;11.2;15;25;1.7;1;5;29.6;WNW;67.6;W;17;15;994;0;388;15;0;0.7;13;35
2023  5  3;8.1;13.3;15;0;4.7;4;50;23.7;NW;61.2;WNW;15;10;982.5;0.6;355;13;35;0.7;12;40
2023  5  4;6.6;10.7;14;55;4.3;24;0;14.6;W;46.7;N;15;30;1000.7;0.2;388;13;55;0.8;13;15
2023  5  5;7.8;15.2;15;25;3.3;3;55;25.7;NW;74;W;15;35;994.5;0.8;258;12;45;0.7;12;45
2023  5  6;5.8;9.9;14;50;2.7;4;0;27.5;N;61.2;WSW;10;50;997.7;0;320;14;45;0.7;13;0
2023  5  7;7.3;12.8;16;0;3.4;24;0;20.8;WNW;49.9;NW;2;5;1010.2;0;309;13;50;0.6;12;45
2023  5  8;4.5;9.5;14;50;-0.2;8;55;13.4;NNW;46.7;N;23;30;1005.3;0.2;336;13;20;0.6;12;45
2023  5  9;2.3;7.7;14;40;-4.7;23;35;15.8;SW;43.5;N;0;15;1015.6;0;323;14;15;0.6;13;55
2023  5 10;1.1;7.8;21;50;-6.4;8;0;12.1;NNE;43.5;NE;19;35;1012.3;1;207;11;50;0.5;12;15
2023  5 11;6;8.1;14;50;3.2;4;35;14.8;WNW;35.4;WNW;7;20;998.2;1.2;188;14;35;0;0;5
2023  5 12;3.5;7.2;0;5;-1.7;23;45;22;SW;51.5;SE;14;45;1000.4;0;341;13;15;0.5;12;40
2023  5 13;2.3;7.2;16;15;-3.3;6;20;9.5;SW;32.2;NNE;15;20;1001.6;5.2;149;12;35;0;0;5
2023  5 14;3.7;7.3;23;20;-0.2;7;35;8;SW;29;NE;23;30;1003.4;0.2;185;11;40;0;0;5
2023  5 15;8.7;14.3;15;55;5.4;23;55;13.5;NNE;40.2;NNE;17;15;992.5;1.8;322;12;45;0.6;13;5
2023  5 16;4.4;6.4;1;35;2.4;23;30;11.1;NNW;38.6;ESE;3;5;988.1;11.2;279;13;30;0.5;13;0
2023  5 17;3.8;6.4;21;10;0.6;9;5;20.4;WNW;61.2;NW;22;35;983.7;0;262;13;55;0;0;5
2023  5 18;4.1;7.1;15;10;0.3;24;0;21.4;N;57.9;N;14;35;986.2;0;313;13;55;0;0;5
2023  5 19;2.5;6.3;15;20;-0.7;1;0;20.3;SW;46.7;N;19;25;1000.3;0;343;13;35;0.5;13;35
2023  5 20;4.6;7;12;50;1.5;6;20;10.5;NNE;33.8;NW;9;15;993.4;0;258;12;45;0;0;5
2023  5 21;0.7;4.9;15;20;-2.5;7;15;10.6;SW;33.8;W;13;35;988;0.2;211;12;55;0;0;5
2023  5 22;0.5;5.3;14;35;-4.3;8;50;7.4;SSW;19.3;WNW;14;20;1000.8;0;214;13;30;0;0;5
2023  5 23;6.1;7.8;13;0;3.1;23;30;17.4;NE;40.2;NE;11;45;993;6;127;15;0;0;0;5
2023  5 24;3.3;7.1;13;45;0.6;7;0;11.1;W;38.6;ENE;13;10;981.9;1.2;91;13;35;0;0;5
2023  5 25;1.3;3.6;13;0;-0.4;24;0;13.5;S;49.9;NNE;0;25;980.7;0.2;239;12;30;0;0;5
